state,origin,ages_ranges,genders,behavior,expat_population_wave5,facebook_population_wave5,dest_state_fips,dest_state_name,dest_state_letter,dest_state_FB_code,origin_ACS_bpl,origin_ACS_name,origin_FB_code,sex,age_group,nof_foreign_born,nof_residents,frac_foreign_born
Alaska,Vietnam,ages_20_24,1,6027149006383,30,27000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_20_24,0,26866,0.0
Alaska,Australia,ages_25_29,1,6021354857783,20,30000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_25_29,0,29023,0.0
Alaska,Austria,ages_25_29,1,6023675997383,20,30000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_25_29,0,29023,0.0
Alaska,Canada,ages_25_29,1,6019396764183,90,30000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_25_29,118,29023,0.00406574096406298
Alaska,China,ages_25_29,1,6019452369983,40,30000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_25_29,0,29023,0.0
Alaska,France,ages_25_29,1,6019367014383,20,30000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_25_29,0,29023,0.0
Alaska,Germany,ages_25_29,1,6019367052983,70,30000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_25_29,329,29023,0.011335837094718
Alaska,Greece,ages_25_29,1,6023676017583,20,30000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_25_29,0,29023,0.0
Alaska,Hungary,ages_25_29,1,6019396638383,20,30000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_25_29,0,29023,0.0
Alaska,India,ages_25_29,1,6016916298983,40,30000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_25_29,0,29023,0.0
Alaska,Indonesia,ages_25_29,1,6019564344583,20,30000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_25_29,0,29023,0.0
Alaska,Ireland,ages_25_29,1,6019396650783,20,30000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_25_29,0,29023,0.0
Alaska,Israel,ages_25_29,1,6025000823583,20,30000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_25_29,0,29023,0.0
Alaska,Italy,ages_25_29,1,6019396654583,20,30000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_25_29,0,29023,0.0
Alaska,Japan,ages_25_29,1,6023676028783,40,30000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_25_29,0,29023,0.0
Alaska,KSA,ages_25_29,1,6025000813183,20,30000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_25_29,0,29023,0.0
Alaska,Malaysia,ages_25_29,1,6027147160983,20,30000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_25_29,0,29023,0.0
Alaska,Mexico,ages_25_29,1,6023676072183,200,30000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_25_29,0,29023,0.0
Alaska,Nepal,ages_25_29,1,6023356955383,30,30000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_25_29,0,29023,0.0
Alaska,Philippines,ages_25_29,1,6018797091183,1000,30000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_25_29,376,29023,0.0129552423939634
Alaska,Poland,ages_25_29,1,6019396657183,20,30000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_25_29,0,29023,0.0
Alaska,Portugal,ages_25_29,1,6021354882783,20,30000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_25_29,0,29023,0.0
Alaska,Puerto Rico,ages_25_29,1,6019520122583,150,30000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_25_29,638,29023,0.0219825655514592
Alaska,Romania,ages_25_29,1,6027148962983,20,30000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_25_29,392,29023,0.0135065293043448
Alaska,Russia,ages_25_29,1,6025000815983,70,30000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_25_29,0,29023,0.0
Alaska,Singapore,ages_25_29,1,6023516403783,20,30000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_25_29,0,29023,0.0
Alaska,South Korea,ages_25_29,1,6027148973583,30,30000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_25_29,57,29023,0.00196395961823381
Alaska,Spain,ages_25_29,1,6019366943583,20,30000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_25_29,0,29023,0.0
Alaska,UAE,ages_25_29,1,6023516430783,20,30000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_25_29,0,29023,0.0
Alaska,United Kingdom,ages_25_29,1,6021354152983,40,30000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_25_29,0,29023,0.0
Alaska,Vietnam,ages_25_29,1,6027149006383,40,30000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_25_29,0,29023,0.0
Alaska,Australia,ages_30_34,1,6021354857783,20,27000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_30_34,0,26853,0.0
Alaska,Austria,ages_30_34,1,6023675997383,20,27000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_30_34,0,26853,0.0
Alaska,Canada,ages_30_34,1,6019396764183,100,27000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_30_34,0,26853,0.0
Alaska,China,ages_30_34,1,6019452369983,20,27000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_30_34,0,26853,0.0
Alaska,France,ages_30_34,1,6019367014383,20,27000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_30_34,0,26853,0.0
Alaska,Germany,ages_30_34,1,6019367052983,70,27000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_30_34,0,26853,0.0
Alaska,Greece,ages_30_34,1,6023676017583,20,27000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_30_34,0,26853,0.0
Alaska,Hungary,ages_30_34,1,6019396638383,20,27000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_30_34,0,26853,0.0
Alaska,India,ages_30_34,1,6016916298983,40,27000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_30_34,0,26853,0.0
Alaska,Indonesia,ages_30_34,1,6019564344583,20,27000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_30_34,0,26853,0.0
Alaska,Ireland,ages_30_34,1,6019396650783,20,27000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_30_34,0,26853,0.0
Alaska,Israel,ages_30_34,1,6025000823583,20,27000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_30_34,0,26853,0.0
Alaska,Italy,ages_30_34,1,6019396654583,20,27000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_30_34,0,26853,0.0
Alaska,Japan,ages_30_34,1,6023676028783,30,27000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_30_34,55,26853,0.00204818828436301
Alaska,KSA,ages_30_34,1,6025000813183,20,27000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_30_34,0,26853,0.0
Alaska,Malaysia,ages_30_34,1,6027147160983,20,27000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_30_34,0,26853,0.0
Alaska,Mexico,ages_30_34,1,6023676072183,180,27000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_30_34,82,26853,0.00305366253305031
Alaska,Nepal,ages_30_34,1,6023356955383,20,27000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_30_34,0,26853,0.0
Alaska,Philippines,ages_30_34,1,6018797091183,940,27000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_30_34,1291,26853,0.0480765650020482
Alaska,Poland,ages_30_34,1,6019396657183,20,27000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_30_34,0,26853,0.0
Alaska,Portugal,ages_30_34,1,6021354882783,20,27000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_30_34,0,26853,0.0
Alaska,Puerto Rico,ages_30_34,1,6019520122583,100,27000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_30_34,0,26853,0.0
Alaska,Romania,ages_30_34,1,6027148962983,20,27000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_30_34,0,26853,0.0
Alaska,Russia,ages_30_34,1,6025000815983,60,27000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_30_34,158,26853,0.0058838863441701104
Alaska,Singapore,ages_30_34,1,6023516403783,20,27000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_30_34,0,26853,0.0
Alaska,South Korea,ages_30_34,1,6027148973583,50,27000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_30_34,142,26853,0.0052880497523554205
Alaska,Spain,ages_30_34,1,6019366943583,20,27000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_30_34,0,26853,0.0
Alaska,UAE,ages_30_34,1,6023516430783,20,27000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_30_34,0,26853,0.0
Alaska,United Kingdom,ages_30_34,1,6021354152983,50,27000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_30_34,0,26853,0.0
Alaska,Vietnam,ages_30_34,1,6027149006383,30,27000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_30_34,0,26853,0.0
Alaska,Australia,ages_35_39,1,6021354857783,20,23000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_35_39,0,23539,0.0
Alaska,Austria,ages_35_39,1,6023675997383,20,23000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_35_39,0,23539,0.0
Alaska,Canada,ages_35_39,1,6019396764183,120,23000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_35_39,0,23539,0.0
Alaska,China,ages_35_39,1,6019452369983,20,23000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_35_39,0,23539,0.0
Alaska,France,ages_35_39,1,6019367014383,20,23000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_35_39,0,23539,0.0
Alaska,Germany,ages_35_39,1,6019367052983,60,23000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_35_39,39,23539,0.00165682484387612
Alaska,Greece,ages_35_39,1,6023676017583,20,23000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_35_39,0,23539,0.0
Alaska,Hungary,ages_35_39,1,6019396638383,20,23000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_35_39,0,23539,0.0
Alaska,India,ages_35_39,1,6016916298983,20,23000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_35_39,0,23539,0.0
Alaska,Indonesia,ages_35_39,1,6019564344583,20,23000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_35_39,0,23539,0.0
Alaska,Ireland,ages_35_39,1,6019396650783,20,23000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_35_39,0,23539,0.0
Alaska,Israel,ages_35_39,1,6025000823583,20,23000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_35_39,185,23539,0.00785929733633544
Alaska,Italy,ages_35_39,1,6019396654583,20,23000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_35_39,0,23539,0.0
Alaska,Japan,ages_35_39,1,6023676028783,20,23000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_35_39,0,23539,0.0
Alaska,KSA,ages_35_39,1,6025000813183,20,23000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_35_39,0,23539,0.0
Alaska,Malaysia,ages_35_39,1,6027147160983,20,23000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_35_39,0,23539,0.0
Alaska,Mexico,ages_35_39,1,6023676072183,140,23000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_35_39,82,23539,0.0034835804409703
Alaska,Nepal,ages_35_39,1,6023356955383,20,23000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_35_39,0,23539,0.0
Alaska,Philippines,ages_35_39,1,6018797091183,1000,23000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_35_39,335,23539,0.0142317005820128
Alaska,Poland,ages_35_39,1,6019396657183,20,23000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_35_39,0,23539,0.0
Alaska,Portugal,ages_35_39,1,6021354882783,20,23000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_35_39,0,23539,0.0
Alaska,Puerto Rico,ages_35_39,1,6019520122583,80,23000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_35_39,0,23539,0.0
Alaska,Romania,ages_35_39,1,6027148962983,20,23000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_35_39,0,23539,0.0
Alaska,Russia,ages_35_39,1,6025000815983,50,23000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_35_39,269,23539,0.0114278431539148
Alaska,Singapore,ages_35_39,1,6023516403783,20,23000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_35_39,0,23539,0.0
Alaska,South Korea,ages_35_39,1,6027148973583,40,23000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_35_39,0,23539,0.0
Alaska,Spain,ages_35_39,1,6019366943583,20,23000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_35_39,0,23539,0.0
Alaska,UAE,ages_35_39,1,6023516430783,20,23000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_35_39,0,23539,0.0
Alaska,United Kingdom,ages_35_39,1,6021354152983,30,23000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_35_39,259,23539,0.0110030162708696
Alaska,Vietnam,ages_35_39,1,6027149006383,30,23000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_35_39,20,23539,0.0008496537660903179
Alaska,Australia,ages_40_44,1,6021354857783,20,18000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_40_44,0,21951,0.0
Alaska,Austria,ages_40_44,1,6023675997383,20,18000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_40_44,0,21951,0.0
Alaska,Canada,ages_40_44,1,6019396764183,120,18000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_40_44,48,21951,0.002186688533552
Alaska,China,ages_40_44,1,6019452369983,20,18000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_40_44,0,21951,0.0
Alaska,France,ages_40_44,1,6019367014383,20,18000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_40_44,0,21951,0.0
Alaska,Germany,ages_40_44,1,6019367052983,40,18000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_40_44,372,21951,0.016946836135028
Alaska,Greece,ages_40_44,1,6023676017583,20,18000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_40_44,0,21951,0.0
Alaska,Hungary,ages_40_44,1,6019396638383,20,18000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_40_44,0,21951,0.0
Alaska,India,ages_40_44,1,6016916298983,20,18000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_40_44,178,21951,0.00810896997858867
Alaska,Indonesia,ages_40_44,1,6019564344583,20,18000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_40_44,0,21951,0.0
Alaska,Ireland,ages_40_44,1,6019396650783,20,18000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_40_44,0,21951,0.0
Alaska,Israel,ages_40_44,1,6025000823583,20,18000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_40_44,0,21951,0.0
Alaska,Italy,ages_40_44,1,6019396654583,20,18000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_40_44,0,21951,0.0
Alaska,Japan,ages_40_44,1,6023676028783,30,18000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_40_44,0,21951,0.0
Alaska,KSA,ages_40_44,1,6025000813183,20,18000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_40_44,0,21951,0.0
Alaska,Malaysia,ages_40_44,1,6027147160983,20,18000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_40_44,0,21951,0.0
Alaska,Mexico,ages_40_44,1,6023676072183,140,18000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_40_44,14,21951,0.000637784155619334
Alaska,Nepal,ages_40_44,1,6023356955383,20,18000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_40_44,0,21951,0.0
Alaska,Philippines,ages_40_44,1,6018797091183,830,18000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_40_44,1041,21951,0.0474238075714091
Alaska,Poland,ages_40_44,1,6019396657183,20,18000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_40_44,0,21951,0.0
Alaska,Portugal,ages_40_44,1,6021354882783,20,18000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_40_44,0,21951,0.0
Alaska,Puerto Rico,ages_40_44,1,6019520122583,50,18000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_40_44,0,21951,0.0
Alaska,Romania,ages_40_44,1,6027148962983,20,18000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_40_44,0,21951,0.0
Alaska,Russia,ages_40_44,1,6025000815983,40,18000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_40_44,41,21951,0.0018677964557423398
Alaska,Singapore,ages_40_44,1,6023516403783,20,18000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_40_44,0,21951,0.0
Alaska,South Korea,ages_40_44,1,6027148973583,30,18000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_40_44,165,21951,0.00751674183408501
Alaska,Spain,ages_40_44,1,6019366943583,20,18000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_40_44,0,21951,0.0
Alaska,UAE,ages_40_44,1,6023516430783,20,18000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_40_44,0,21951,0.0
Alaska,United Kingdom,ages_40_44,1,6021354152983,40,18000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_40_44,0,21951,0.0
Alaska,Vietnam,ages_40_44,1,6027149006383,30,18000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_40_44,0,21951,0.0
Alaska,Australia,ages_45_49,1,6021354857783,20,18000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_45_49,0,22282,0.0
Alaska,Austria,ages_45_49,1,6023675997383,20,18000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_45_49,0,22282,0.0
Alaska,Canada,ages_45_49,1,6019396764183,100,18000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_45_49,260,22282,0.0116686114352392
Alaska,China,ages_45_49,1,6019452369983,20,18000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_45_49,0,22282,0.0
Alaska,France,ages_45_49,1,6019367014383,20,18000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_45_49,0,22282,0.0
Alaska,Germany,ages_45_49,1,6019367052983,50,18000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_45_49,20,22282,0.000897585495018401
Alaska,Greece,ages_45_49,1,6023676017583,20,18000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_45_49,0,22282,0.0
Alaska,Hungary,ages_45_49,1,6019396638383,20,18000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_45_49,0,22282,0.0
Alaska,India,ages_45_49,1,6016916298983,20,18000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_45_49,78,22282,0.0035005834305717604
Alaska,Indonesia,ages_45_49,1,6019564344583,20,18000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_45_49,0,22282,0.0
Alaska,Ireland,ages_45_49,1,6019396650783,20,18000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_45_49,31,22282,0.0013912575172785198
Alaska,Israel,ages_45_49,1,6025000823583,20,18000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_45_49,0,22282,0.0
Alaska,Italy,ages_45_49,1,6019396654583,20,18000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_45_49,0,22282,0.0
Alaska,Japan,ages_45_49,1,6023676028783,20,18000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_45_49,0,22282,0.0
Alaska,KSA,ages_45_49,1,6025000813183,20,18000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_45_49,0,22282,0.0
Alaska,Malaysia,ages_45_49,1,6027147160983,20,18000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_45_49,0,22282,0.0
Alaska,Mexico,ages_45_49,1,6023676072183,160,18000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_45_49,266,22282,0.0119378870837447
Alaska,Nepal,ages_45_49,1,6023356955383,20,18000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_45_49,0,22282,0.0
Alaska,Philippines,ages_45_49,1,6018797091183,860,18000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_45_49,908,22282,0.0407503814738354
Alaska,Poland,ages_45_49,1,6019396657183,20,18000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_45_49,0,22282,0.0
Alaska,Portugal,ages_45_49,1,6021354882783,20,18000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_45_49,0,22282,0.0
Alaska,Puerto Rico,ages_45_49,1,6019520122583,50,18000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_45_49,0,22282,0.0
Alaska,Romania,ages_45_49,1,6027148962983,20,18000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_45_49,0,22282,0.0
Alaska,Russia,ages_45_49,1,6025000815983,30,18000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_45_49,64,22282,0.00287227358405888
Alaska,Singapore,ages_45_49,1,6023516403783,20,18000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_45_49,0,22282,0.0
Alaska,South Korea,ages_45_49,1,6027148973583,40,18000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_45_49,215,22282,0.0096490440714478
Alaska,Spain,ages_45_49,1,6019366943583,20,18000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_45_49,0,22282,0.0
Alaska,UAE,ages_45_49,1,6023516430783,20,18000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_45_49,0,22282,0.0
Alaska,United Kingdom,ages_45_49,1,6021354152983,30,18000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_45_49,0,22282,0.0
Alaska,Vietnam,ages_45_49,1,6027149006383,30,18000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_45_49,170,22282,0.0076294767076564
Alaska,Australia,ages_50_54,1,6021354857783,20,16000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_50_54,0,27217,0.0
Alaska,Austria,ages_50_54,1,6023675997383,20,16000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_50_54,0,27217,0.0
Alaska,Canada,ages_50_54,1,6019396764183,110,16000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_50_54,0,27217,0.0
Alaska,China,ages_50_54,1,6019452369983,20,16000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_50_54,52,27217,0.00191057059925782
Alaska,France,ages_50_54,1,6019367014383,20,16000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_50_54,0,27217,0.0
Alaska,Germany,ages_50_54,1,6019367052983,50,16000,2,Alaska,AK,3844,453,Germany,6019367052983,1,ages_50_54,47,27217,0.00172686188779072
Alaska,Greece,ages_50_54,1,6023676017583,20,16000,2,Alaska,AK,3844,433,Greece,6023676017583,1,ages_50_54,0,27217,0.0
Alaska,Hungary,ages_50_54,1,6019396638383,20,16000,2,Alaska,AK,3844,454,Hungary,6019396638383,1,ages_50_54,0,27217,0.0
Alaska,India,ages_50_54,1,6016916298983,20,16000,2,Alaska,AK,3844,521,India,6016916298983,1,ages_50_54,0,27217,0.0
Alaska,Indonesia,ages_50_54,1,6019564344583,20,16000,2,Alaska,AK,3844,512,Indonesia,6019564344583,1,ages_50_54,0,27217,0.0
Alaska,Ireland,ages_50_54,1,6019396650783,20,16000,2,Alaska,AK,3844,414,Ireland,6019396650783,1,ages_50_54,0,27217,0.0
Alaska,Israel,ages_50_54,1,6025000823583,20,16000,2,Alaska,AK,3844,534,Israel,6025000823583,1,ages_50_54,0,27217,0.0
Alaska,Italy,ages_50_54,1,6019396654583,20,16000,2,Alaska,AK,3844,434,Italy,6019396654583,1,ages_50_54,0,27217,0.0
Alaska,Japan,ages_50_54,1,6023676028783,20,16000,2,Alaska,AK,3844,501,Japan,6023676028783,1,ages_50_54,751,27217,0.0275930484623581
Alaska,KSA,ages_50_54,1,6025000813183,20,16000,2,Alaska,AK,3844,533,Saudi Arabia,6025000813183,1,ages_50_54,0,27217,0.0
Alaska,Malaysia,ages_50_54,1,6027147160983,20,16000,2,Alaska,AK,3844,514,Malaysia,6027147160983,1,ages_50_54,0,27217,0.0
Alaska,Mexico,ages_50_54,1,6023676072183,120,16000,2,Alaska,AK,3844,200,Mexico,6023676072183,1,ages_50_54,33,27217,0.00121247749568285
Alaska,Nepal,ages_50_54,1,6023356955383,20,16000,2,Alaska,AK,3844,524,Nepal,6023356955383,1,ages_50_54,0,27217,0.0
Alaska,Philippines,ages_50_54,1,6018797091183,810,16000,2,Alaska,AK,3844,515,Philippines,6018797091183,1,ages_50_54,585,27217,0.0214939192416504
Alaska,Poland,ages_50_54,1,6019396657183,20,16000,2,Alaska,AK,3844,455,Poland,6019396657183,1,ages_50_54,0,27217,0.0
Alaska,Portugal,ages_50_54,1,6021354882783,20,16000,2,Alaska,AK,3844,436,Portugal,6021354882783,1,ages_50_54,0,27217,0.0
Alaska,Puerto Rico,ages_50_54,1,6019520122583,20,16000,2,Alaska,AK,3844,110,Puerto Rico,6019520122583,1,ages_50_54,0,27217,0.0
Alaska,Romania,ages_50_54,1,6027148962983,20,16000,2,Alaska,AK,3844,456,Romania,6027148962983,1,ages_50_54,0,27217,0.0
Alaska,Russia,ages_50_54,1,6025000815983,30,16000,2,Alaska,AK,3844,465,Russia,6025000815983,1,ages_50_54,0,27217,0.0
Alaska,Singapore,ages_50_54,1,6023516403783,20,16000,2,Alaska,AK,3844,516,Singapore,6023516403783,1,ages_50_54,0,27217,0.0
Alaska,South Korea,ages_50_54,1,6027148973583,50,16000,2,Alaska,AK,3844,502,South Korea,6027148973583,1,ages_50_54,273,27217,0.0100304956461035
Alaska,Spain,ages_50_54,1,6019366943583,20,16000,2,Alaska,AK,3844,438,Spain,6019366943583,1,ages_50_54,0,27217,0.0
Alaska,UAE,ages_50_54,1,6023516430783,20,16000,2,Alaska,AK,3844,543,UAE,6023516430783,1,ages_50_54,0,27217,0.0
Alaska,United Kingdom,ages_50_54,1,6021354152983,40,16000,2,Alaska,AK,3844,413,UK,6021354152983,1,ages_50_54,0,27217,0.0
Alaska,Vietnam,ages_50_54,1,6027149006383,20,16000,2,Alaska,AK,3844,518,Vietnam,6027149006383,1,ages_50_54,587,27217,0.0215674027262373
Alaska,Australia,ages_55_59,1,6021354857783,20,17000,2,Alaska,AK,3844,700,Australia,6021354857783,1,ages_55_59,0,23128,0.0
Alaska,Austria,ages_55_59,1,6023675997383,20,17000,2,Alaska,AK,3844,450,Austria,6023675997383,1,ages_55_59,0,23128,0.0
Alaska,Canada,ages_55_59,1,6019396764183,110,17000,2,Alaska,AK,3844,150,Canada,6019396764183,1,ages_55_59,25,23128,0.00108094085091664
Alaska,China,ages_55_59,1,6019452369983,20,17000,2,Alaska,AK,3844,500,China,6019452369983,1,ages_55_59,0,23128,0.0
Alaska,France,ages_55_59,1,6019367014383,20,17000,2,Alaska,AK,3844,421,France,6019367014383,1,ages_55_59,45,23128,0.00194569353164995
