state,origin,ages_ranges,genders,behavior,expat_population_wave4,facebook_population_wave4,expat_total_population_october,dest_state_fips,dest_state_name,dest_state_letter,dest_state_FB_code,origin_ACS_bpl,origin_ACS_name,origin_FB_code,sex,age_group,nof_foreign_born,nof_residents,frac_foreign_born
Delaware,Malaysia,ages_15_19,1,6.02715E+12,20,17000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,1,ages_15_19,0,32503,0
Delaware,Mexico,ages_15_19,1,6.02368E+12,460,17000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,1,ages_15_19,185,32503,0.005691782
Delaware,Nepal,ages_15_19,1,6.02336E+12,20,17000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,1,ages_15_19,0,32503,0
Delaware,Philippines,ages_15_19,1,6.0188E+12,20,17000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,1,ages_15_19,0,32503,0
Delaware,Poland,ages_15_19,1,6.0194E+12,20,17000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,1,ages_15_19,0,32503,0
Delaware,Portugal,ages_15_19,1,6.02135E+12,20,17000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,1,ages_15_19,0,32503,0
Delaware,Puerto Rico,ages_15_19,1,6.01952E+12,120,17000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,1,ages_15_19,0,32503,0
Delaware,Romania,ages_15_19,1,6.02715E+12,20,17000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,1,ages_15_19,0,32503,0
Delaware,Russia,ages_15_19,1,6.025E+12,20,17000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,1,ages_15_19,90,32503,0.002768975
Delaware,Saudi Arabia,ages_15_19,1,6.025E+12,20,17000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,1,ages_15_19,0,32503,0
Delaware,Singapore,ages_15_19,1,6.02352E+12,20,17000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,1,ages_15_19,0,32503,0
Delaware,South Korea,ages_15_19,1,6.02715E+12,20,17000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,1,ages_15_19,0,32503,0
Delaware,Spain,ages_15_19,1,6.01937E+12,20,17000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,1,ages_15_19,0,32503,0
Delaware,Turkey,ages_15_19,1,6.01937E+12,20,17000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,1,ages_15_19,0,32503,0
Delaware,UAE,ages_15_19,1,6.02352E+12,20,17000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,1,ages_15_19,0,32503,0
Delaware,UK,ages_15_19,1,6.02135E+12,20,17000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,1,ages_15_19,65,32503,0.001999815
Delaware,Vietnam,ages_15_19,1,6.02715E+12,20,17000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,1,ages_15_19,0,32503,0
Delaware,Australia,ages_20_24,2,6.02135E+12,20,34000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,2,ages_20_24,0,25195,0
Delaware,Austria,ages_20_24,2,6.02368E+12,20,34000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,2,ages_20_24,0,25195,0
Delaware,Canada,ages_20_24,2,6.0194E+12,30,34000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,2,ages_20_24,0,25195,0
Delaware,China,ages_20_24,2,6.01945E+12,210,34000,75000,10,Delaware,DE,3850,500,China,6.01945E+12,2,ages_20_24,423,25195,0.016789045
Delaware,France,ages_20_24,2,6.01937E+12,20,34000,75000,10,Delaware,DE,3850,421,France,6.01937E+12,2,ages_20_24,0,25195,0
Delaware,Germany,ages_20_24,2,6.01937E+12,20,34000,75000,10,Delaware,DE,3850,453,Germany,6.01937E+12,2,ages_20_24,0,25195,0
Delaware,Greece,ages_20_24,2,6.02368E+12,20,34000,75000,10,Delaware,DE,3850,433,Greece,6.02368E+12,2,ages_20_24,0,25195,0
Delaware,Hungary,ages_20_24,2,6.0194E+12,20,34000,75000,10,Delaware,DE,3850,454,Hungary,6.0194E+12,2,ages_20_24,0,25195,0
Delaware,India,ages_20_24,2,6.01692E+12,270,34000,75000,10,Delaware,DE,3850,521,India,6.01692E+12,2,ages_20_24,377,25195,0.014963286
Delaware,Indonesia,ages_20_24,2,6.01956E+12,20,34000,75000,10,Delaware,DE,3850,512,Indonesia,6.01956E+12,2,ages_20_24,0,25195,0
Delaware,Ireland,ages_20_24,2,6.0194E+12,20,34000,75000,10,Delaware,DE,3850,414,Ireland,6.0194E+12,2,ages_20_24,0,25195,0
Delaware,Israel,ages_20_24,2,6.025E+12,20,34000,75000,10,Delaware,DE,3850,534,Israel,6.025E+12,2,ages_20_24,0,25195,0
Delaware,Italy,ages_20_24,2,6.0194E+12,40,34000,75000,10,Delaware,DE,3850,434,Italy,6.0194E+12,2,ages_20_24,0,25195,0
Delaware,Japan,ages_20_24,2,6.02368E+12,30,34000,75000,10,Delaware,DE,3850,501,Japan,6.02368E+12,2,ages_20_24,0,25195,0
Delaware,Malaysia,ages_20_24,2,6.02715E+12,20,34000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,2,ages_20_24,0,25195,0
Delaware,Mexico,ages_20_24,2,6.02368E+12,1500,34000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,2,ages_20_24,682,25195,0.027068863
Delaware,Nepal,ages_20_24,2,6.02336E+12,20,34000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,2,ages_20_24,0,25195,0
Delaware,Philippines,ages_20_24,2,6.0188E+12,80,34000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,2,ages_20_24,0,25195,0
Delaware,Poland,ages_20_24,2,6.0194E+12,20,34000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,2,ages_20_24,0,25195,0
Delaware,Portugal,ages_20_24,2,6.02135E+12,20,34000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,2,ages_20_24,0,25195,0
Delaware,Puerto Rico,ages_20_24,2,6.01952E+12,300,34000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,2,ages_20_24,290,25195,0.01151022
Delaware,Romania,ages_20_24,2,6.02715E+12,40,34000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,2,ages_20_24,0,25195,0
Delaware,Russia,ages_20_24,2,6.025E+12,20,34000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,2,ages_20_24,123,25195,0.004881921
Delaware,Saudi Arabia,ages_20_24,2,6.025E+12,20,34000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,2,ages_20_24,0,25195,0
Delaware,Singapore,ages_20_24,2,6.02352E+12,20,34000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,2,ages_20_24,0,25195,0
Delaware,South Korea,ages_20_24,2,6.02715E+12,20,34000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,2,ages_20_24,0,25195,0
Delaware,Spain,ages_20_24,2,6.01937E+12,20,34000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,2,ages_20_24,0,25195,0
Delaware,Turkey,ages_20_24,2,6.01937E+12,50,34000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,2,ages_20_24,0,25195,0
Delaware,UAE,ages_20_24,2,6.02352E+12,20,34000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,2,ages_20_24,0,25195,0
Delaware,UK,ages_20_24,2,6.02135E+12,70,34000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,2,ages_20_24,0,25195,0
Delaware,Vietnam,ages_20_24,2,6.02715E+12,20,34000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,2,ages_20_24,0,25195,0
Delaware,Australia,ages_20_24,1,6.02135E+12,20,37000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,1,ages_20_24,0,30975,0
Delaware,Austria,ages_20_24,1,6.02368E+12,20,37000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,1,ages_20_24,0,30975,0
Delaware,Canada,ages_20_24,1,6.0194E+12,30,37000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,1,ages_20_24,0,30975,0
Delaware,China,ages_20_24,1,6.01945E+12,230,37000,75000,10,Delaware,DE,3850,500,China,6.01945E+12,1,ages_20_24,226,30975,0.007296207
Delaware,France,ages_20_24,1,6.01937E+12,20,37000,75000,10,Delaware,DE,3850,421,France,6.01937E+12,1,ages_20_24,0,30975,0
Delaware,Germany,ages_20_24,1,6.01937E+12,20,37000,75000,10,Delaware,DE,3850,453,Germany,6.01937E+12,1,ages_20_24,0,30975,0
Delaware,Greece,ages_20_24,1,6.02368E+12,20,37000,75000,10,Delaware,DE,3850,433,Greece,6.02368E+12,1,ages_20_24,0,30975,0
Delaware,Hungary,ages_20_24,1,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,454,Hungary,6.0194E+12,1,ages_20_24,0,30975,0
Delaware,India,ages_20_24,1,6.01692E+12,180,37000,75000,10,Delaware,DE,3850,521,India,6.01692E+12,1,ages_20_24,384,30975,0.012397094
Delaware,Indonesia,ages_20_24,1,6.01956E+12,20,37000,75000,10,Delaware,DE,3850,512,Indonesia,6.01956E+12,1,ages_20_24,0,30975,0
Delaware,Ireland,ages_20_24,1,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,414,Ireland,6.0194E+12,1,ages_20_24,0,30975,0
Delaware,Israel,ages_20_24,1,6.025E+12,20,37000,75000,10,Delaware,DE,3850,534,Israel,6.025E+12,1,ages_20_24,205,30975,0.006618241
Delaware,Italy,ages_20_24,1,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,434,Italy,6.0194E+12,1,ages_20_24,66,30975,0.002130751
Delaware,Japan,ages_20_24,1,6.02368E+12,30,37000,75000,10,Delaware,DE,3850,501,Japan,6.02368E+12,1,ages_20_24,64,30975,0.002066182
Delaware,Malaysia,ages_20_24,1,6.02715E+12,20,37000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,1,ages_20_24,0,30975,0
Delaware,Mexico,ages_20_24,1,6.02368E+12,1300,37000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,1,ages_20_24,1495,30975,0.04826473
Delaware,Nepal,ages_20_24,1,6.02336E+12,20,37000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,1,ages_20_24,0,30975,0
Delaware,Philippines,ages_20_24,1,6.0188E+12,90,37000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,1,ages_20_24,111,30975,0.003583535
Delaware,Poland,ages_20_24,1,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,1,ages_20_24,0,30975,0
Delaware,Portugal,ages_20_24,1,6.02135E+12,20,37000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,1,ages_20_24,0,30975,0
Delaware,Puerto Rico,ages_20_24,1,6.01952E+12,340,37000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,1,ages_20_24,201,30975,0.006489104
Delaware,Romania,ages_20_24,1,6.02715E+12,40,37000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,1,ages_20_24,0,30975,0
Delaware,Russia,ages_20_24,1,6.025E+12,30,37000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,1,ages_20_24,0,30975,0
Delaware,Saudi Arabia,ages_20_24,1,6.025E+12,20,37000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,1,ages_20_24,0,30975,0
Delaware,Singapore,ages_20_24,1,6.02352E+12,20,37000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,1,ages_20_24,0,30975,0
Delaware,South Korea,ages_20_24,1,6.02715E+12,20,37000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,1,ages_20_24,0,30975,0
Delaware,Spain,ages_20_24,1,6.01937E+12,20,37000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,1,ages_20_24,84,30975,0.002711864
Delaware,Turkey,ages_20_24,1,6.01937E+12,30,37000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,1,ages_20_24,0,30975,0
Delaware,UAE,ages_20_24,1,6.02352E+12,20,37000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,1,ages_20_24,0,30975,0
Delaware,UK,ages_20_24,1,6.02135E+12,50,37000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,1,ages_20_24,493,30975,0.015916061
Delaware,Vietnam,ages_20_24,1,6.02715E+12,40,37000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,1,ages_20_24,0,30975,0
Delaware,Australia,ages_25_29,2,6.02135E+12,20,37000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,2,ages_25_29,0,26938,0
Delaware,Austria,ages_25_29,2,6.02368E+12,20,37000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,2,ages_25_29,0,26938,0
Delaware,Canada,ages_25_29,2,6.0194E+12,40,37000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,2,ages_25_29,92,26938,0.00341525
Delaware,China,ages_25_29,2,6.01945E+12,230,37000,75000,10,Delaware,DE,3850,500,China,6.01945E+12,2,ages_25_29,347,26938,0.012881431
Delaware,France,ages_25_29,2,6.01937E+12,20,37000,75000,10,Delaware,DE,3850,421,France,6.01937E+12,2,ages_25_29,0,26938,0
Delaware,Germany,ages_25_29,2,6.01937E+12,40,37000,75000,10,Delaware,DE,3850,453,Germany,6.01937E+12,2,ages_25_29,91,26938,0.003378128
Delaware,Greece,ages_25_29,2,6.02368E+12,20,37000,75000,10,Delaware,DE,3850,433,Greece,6.02368E+12,2,ages_25_29,0,26938,0
Delaware,Hungary,ages_25_29,2,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,454,Hungary,6.0194E+12,2,ages_25_29,0,26938,0
Delaware,India,ages_25_29,2,6.01692E+12,800,37000,75000,10,Delaware,DE,3850,521,India,6.01692E+12,2,ages_25_29,1129,26938,0.041911055
Delaware,Indonesia,ages_25_29,2,6.01956E+12,20,37000,75000,10,Delaware,DE,3850,512,Indonesia,6.01956E+12,2,ages_25_29,0,26938,0
Delaware,Ireland,ages_25_29,2,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,414,Ireland,6.0194E+12,2,ages_25_29,0,26938,0
Delaware,Israel,ages_25_29,2,6.025E+12,20,37000,75000,10,Delaware,DE,3850,534,Israel,6.025E+12,2,ages_25_29,0,26938,0
Delaware,Italy,ages_25_29,2,6.0194E+12,40,37000,75000,10,Delaware,DE,3850,434,Italy,6.0194E+12,2,ages_25_29,0,26938,0
Delaware,Japan,ages_25_29,2,6.02368E+12,30,37000,75000,10,Delaware,DE,3850,501,Japan,6.02368E+12,2,ages_25_29,56,26938,0.002078848
Delaware,Malaysia,ages_25_29,2,6.02715E+12,20,37000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,2,ages_25_29,0,26938,0
Delaware,Mexico,ages_25_29,2,6.02368E+12,2100,37000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,2,ages_25_29,1091,26938,0.040500408
Delaware,Nepal,ages_25_29,2,6.02336E+12,20,37000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,2,ages_25_29,84,26938,0.003118272
Delaware,Philippines,ages_25_29,2,6.0188E+12,100,37000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,2,ages_25_29,0,26938,0
Delaware,Poland,ages_25_29,2,6.0194E+12,20,37000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,2,ages_25_29,0,26938,0
Delaware,Portugal,ages_25_29,2,6.02135E+12,20,37000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,2,ages_25_29,0,26938,0
Delaware,Puerto Rico,ages_25_29,2,6.01952E+12,350,37000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,2,ages_25_29,0,26938,0
Delaware,Romania,ages_25_29,2,6.02715E+12,30,37000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,2,ages_25_29,0,26938,0
Delaware,Russia,ages_25_29,2,6.025E+12,20,37000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,2,ages_25_29,105,26938,0.003897839
Delaware,Saudi Arabia,ages_25_29,2,6.025E+12,20,37000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,2,ages_25_29,0,26938,0
Delaware,Singapore,ages_25_29,2,6.02352E+12,20,37000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,2,ages_25_29,0,26938,0
Delaware,South Korea,ages_25_29,2,6.02715E+12,30,37000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,2,ages_25_29,91,26938,0.003378128
Delaware,Spain,ages_25_29,2,6.01937E+12,20,37000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,2,ages_25_29,0,26938,0
Delaware,Turkey,ages_25_29,2,6.01937E+12,40,37000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,2,ages_25_29,0,26938,0
Delaware,UAE,ages_25_29,2,6.02352E+12,20,37000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,2,ages_25_29,0,26938,0
Delaware,UK,ages_25_29,2,6.02135E+12,60,37000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,2,ages_25_29,95,26938,0.003526617
Delaware,Vietnam,ages_25_29,2,6.02715E+12,40,37000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,2,ages_25_29,0,26938,0
Delaware,Australia,ages_25_29,1,6.02135E+12,20,36000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,1,ages_25_29,0,26196,0
Delaware,Austria,ages_25_29,1,6.02368E+12,20,36000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,1,ages_25_29,0,26196,0
Delaware,Canada,ages_25_29,1,6.0194E+12,40,36000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,1,ages_25_29,0,26196,0
Delaware,China,ages_25_29,1,6.01945E+12,230,36000,75000,10,Delaware,DE,3850,500,China,6.01945E+12,1,ages_25_29,161,26196,0.006145976
Delaware,France,ages_25_29,1,6.01937E+12,30,36000,75000,10,Delaware,DE,3850,421,France,6.01937E+12,1,ages_25_29,0,26196,0
Delaware,Germany,ages_25_29,1,6.01937E+12,30,36000,75000,10,Delaware,DE,3850,453,Germany,6.01937E+12,1,ages_25_29,167,26196,0.006375019
Delaware,Greece,ages_25_29,1,6.02368E+12,20,36000,75000,10,Delaware,DE,3850,433,Greece,6.02368E+12,1,ages_25_29,0,26196,0
Delaware,Hungary,ages_25_29,1,6.0194E+12,20,36000,75000,10,Delaware,DE,3850,454,Hungary,6.0194E+12,1,ages_25_29,0,26196,0
Delaware,India,ages_25_29,1,6.01692E+12,760,36000,75000,10,Delaware,DE,3850,521,India,6.01692E+12,1,ages_25_29,742,26196,0.028324935
Delaware,Indonesia,ages_25_29,1,6.01956E+12,20,36000,75000,10,Delaware,DE,3850,512,Indonesia,6.01956E+12,1,ages_25_29,0,26196,0
Delaware,Ireland,ages_25_29,1,6.0194E+12,20,36000,75000,10,Delaware,DE,3850,414,Ireland,6.0194E+12,1,ages_25_29,0,26196,0
Delaware,Israel,ages_25_29,1,6.025E+12,20,36000,75000,10,Delaware,DE,3850,534,Israel,6.025E+12,1,ages_25_29,0,26196,0
Delaware,Italy,ages_25_29,1,6.0194E+12,30,36000,75000,10,Delaware,DE,3850,434,Italy,6.0194E+12,1,ages_25_29,0,26196,0
Delaware,Japan,ages_25_29,1,6.02368E+12,20,36000,75000,10,Delaware,DE,3850,501,Japan,6.02368E+12,1,ages_25_29,0,26196,0
Delaware,Malaysia,ages_25_29,1,6.02715E+12,20,36000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,1,ages_25_29,0,26196,0
Delaware,Mexico,ages_25_29,1,6.02368E+12,1400,36000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,1,ages_25_29,667,26196,0.025461903
Delaware,Nepal,ages_25_29,1,6.02336E+12,20,36000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,1,ages_25_29,0,26196,0
Delaware,Philippines,ages_25_29,1,6.0188E+12,120,36000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,1,ages_25_29,0,26196,0
Delaware,Poland,ages_25_29,1,6.0194E+12,20,36000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,1,ages_25_29,0,26196,0
Delaware,Portugal,ages_25_29,1,6.02135E+12,20,36000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,1,ages_25_29,0,26196,0
Delaware,Puerto Rico,ages_25_29,1,6.01952E+12,380,36000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,1,ages_25_29,77,26196,0.00293938
Delaware,Romania,ages_25_29,1,6.02715E+12,20,36000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,1,ages_25_29,0,26196,0
Delaware,Russia,ages_25_29,1,6.025E+12,50,36000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,1,ages_25_29,0,26196,0
Delaware,Saudi Arabia,ages_25_29,1,6.025E+12,20,36000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,1,ages_25_29,0,26196,0
Delaware,Singapore,ages_25_29,1,6.02352E+12,20,36000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,1,ages_25_29,0,26196,0
Delaware,South Korea,ages_25_29,1,6.02715E+12,20,36000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,1,ages_25_29,60,26196,0.002290426
Delaware,Spain,ages_25_29,1,6.01937E+12,20,36000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,1,ages_25_29,0,26196,0
Delaware,Turkey,ages_25_29,1,6.01937E+12,30,36000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,1,ages_25_29,0,26196,0
Delaware,UAE,ages_25_29,1,6.02352E+12,20,36000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,1,ages_25_29,0,26196,0
Delaware,UK,ages_25_29,1,6.02135E+12,80,36000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,1,ages_25_29,0,26196,0
Delaware,Vietnam,ages_25_29,1,6.02715E+12,50,36000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,1,ages_25_29,0,26196,0
Delaware,Australia,ages_30_34,2,6.02135E+12,20,29000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,2,ages_30_34,0,27791,0
Delaware,Austria,ages_30_34,2,6.02368E+12,20,29000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,2,ages_30_34,0,27791,0
Delaware,Canada,ages_30_34,2,6.0194E+12,30,29000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,2,ages_30_34,0,27791,0
Delaware,China,ages_30_34,2,6.01945E+12,100,29000,75000,10,Delaware,DE,3850,500,China,6.01945E+12,2,ages_30_34,470,27791,0.01691195
Delaware,France,ages_30_34,2,6.01937E+12,20,29000,75000,10,Delaware,DE,3850,421,France,6.01937E+12,2,ages_30_34,0,27791,0
Delaware,Germany,ages_30_34,2,6.01937E+12,20,29000,75000,10,Delaware,DE,3850,453,Germany,6.01937E+12,2,ages_30_34,235,27791,0.008455975
Delaware,Greece,ages_30_34,2,6.02368E+12,20,29000,75000,10,Delaware,DE,3850,433,Greece,6.02368E+12,2,ages_30_34,0,27791,0
Delaware,Hungary,ages_30_34,2,6.0194E+12,20,29000,75000,10,Delaware,DE,3850,454,Hungary,6.0194E+12,2,ages_30_34,0,27791,0
Delaware,India,ages_30_34,2,6.01692E+12,1100,29000,75000,10,Delaware,DE,3850,521,India,6.01692E+12,2,ages_30_34,1439,27791,0.051779353
Delaware,Indonesia,ages_30_34,2,6.01956E+12,20,29000,75000,10,Delaware,DE,3850,512,Indonesia,6.01956E+12,2,ages_30_34,0,27791,0
Delaware,Ireland,ages_30_34,2,6.0194E+12,20,29000,75000,10,Delaware,DE,3850,414,Ireland,6.0194E+12,2,ages_30_34,0,27791,0
Delaware,Israel,ages_30_34,2,6.025E+12,20,29000,75000,10,Delaware,DE,3850,534,Israel,6.025E+12,2,ages_30_34,0,27791,0
Delaware,Italy,ages_30_34,2,6.0194E+12,20,29000,75000,10,Delaware,DE,3850,434,Italy,6.0194E+12,2,ages_30_34,0,27791,0
Delaware,Japan,ages_30_34,2,6.02368E+12,20,29000,75000,10,Delaware,DE,3850,501,Japan,6.02368E+12,2,ages_30_34,0,27791,0
Delaware,Malaysia,ages_30_34,2,6.02715E+12,20,29000,75000,10,Delaware,DE,3850,514,Malaysia,6.02715E+12,2,ages_30_34,0,27791,0
Delaware,Mexico,ages_30_34,2,6.02368E+12,2000,29000,75000,10,Delaware,DE,3850,200,Mexico,6.02368E+12,2,ages_30_34,953,27791,0.034291677
Delaware,Nepal,ages_30_34,2,6.02336E+12,20,29000,75000,10,Delaware,DE,3850,524,Nepal,6.02336E+12,2,ages_30_34,0,27791,0
Delaware,Philippines,ages_30_34,2,6.0188E+12,90,29000,75000,10,Delaware,DE,3850,515,Philippines,6.0188E+12,2,ages_30_34,0,27791,0
Delaware,Poland,ages_30_34,2,6.0194E+12,20,29000,75000,10,Delaware,DE,3850,455,Poland,6.0194E+12,2,ages_30_34,80,27791,0.00287863
Delaware,Portugal,ages_30_34,2,6.02135E+12,20,29000,75000,10,Delaware,DE,3850,436,Portugal,6.02135E+12,2,ages_30_34,0,27791,0
Delaware,Puerto Rico,ages_30_34,2,6.01952E+12,270,29000,75000,10,Delaware,DE,3850,110,Puerto Rico,6.01952E+12,2,ages_30_34,606,27791,0.021805621
Delaware,Romania,ages_30_34,2,6.02715E+12,20,29000,75000,10,Delaware,DE,3850,456,Romania,6.02715E+12,2,ages_30_34,0,27791,0
Delaware,Russia,ages_30_34,2,6.025E+12,20,29000,75000,10,Delaware,DE,3850,465,Russia,6.025E+12,2,ages_30_34,0,27791,0
Delaware,Saudi Arabia,ages_30_34,2,6.025E+12,20,29000,75000,10,Delaware,DE,3850,533,Saudi Arabia,6.025E+12,2,ages_30_34,0,27791,0
Delaware,Singapore,ages_30_34,2,6.02352E+12,20,29000,75000,10,Delaware,DE,3850,516,Singapore,6.02352E+12,2,ages_30_34,0,27791,0
Delaware,South Korea,ages_30_34,2,6.02715E+12,20,29000,75000,10,Delaware,DE,3850,502,South Korea,6.02715E+12,2,ages_30_34,0,27791,0
Delaware,Spain,ages_30_34,2,6.01937E+12,20,29000,75000,10,Delaware,DE,3850,438,Spain,6.01937E+12,2,ages_30_34,0,27791,0
Delaware,Turkey,ages_30_34,2,6.01937E+12,40,29000,75000,10,Delaware,DE,3850,542,Turkey,6.01937E+12,2,ages_30_34,0,27791,0
Delaware,UAE,ages_30_34,2,6.02352E+12,20,29000,75000,10,Delaware,DE,3850,543,UAE,6.02352E+12,2,ages_30_34,0,27791,0
Delaware,UK,ages_30_34,2,6.02135E+12,50,29000,75000,10,Delaware,DE,3850,413,UK,6.02135E+12,2,ages_30_34,0,27791,0
Delaware,Vietnam,ages_30_34,2,6.02715E+12,30,29000,75000,10,Delaware,DE,3850,518,Vietnam,6.02715E+12,2,ages_30_34,0,27791,0
Delaware,Australia,ages_30_34,1,6.02135E+12,20,32000,75000,10,Delaware,DE,3850,700,Australia,6.02135E+12,1,ages_30_34,0,27465,0
Delaware,Austria,ages_30_34,1,6.02368E+12,20,32000,75000,10,Delaware,DE,3850,450,Austria,6.02368E+12,1,ages_30_34,0,27465,0
Delaware,Canada,ages_30_34,1,6.0194E+12,40,32000,75000,10,Delaware,DE,3850,150,Canada,6.0194E+12,1,ages_30_34,343,27465,0.012488622
